age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
0.192,3,0.216,9,13,4,3,1,4,0,0,1408,40,38,0
0.110,1,0.053,9,13,2,9,0,4,1,0,1977,40,38,1
0.123,3,0.120,15,10,4,0,1,4,1,0,0,30,38,0
0.151,3,0.059,11,9,4,6,3,4,1,0,0,45,38,0
0.342,4,0.026,11,9,2,3,0,4,1,0,0,40,38,0
0.342,4,0.008,15,10,2,9,0,0,1,2885,0,30,38,0
0.274,3,0.102,15,10,4,2,1,4,1,0,0,40,38,0
0.151,3,0.083,15,10,4,12,1,4,0,0,0,40,38,0
0.288,3,0.121,14,15,2,9,0,4,1,0,0,99,38,1
0.342,0,0.087,11,9,5,7,2,2,0,0,0,40,38,0
0.151,3,0.110,15,10,2,5,0,2,1,0,0,40,25,0
0.534,5,0.219,11,9,2,7,0,4,1,0,1887,50,1,1
0.247,3,0.257,15,10,2,3,0,4,1,0,0,40,38,0
0.658,-1,0.321,15,10,2,-1,0,4,1,0,0,45,38,1
0.329,5,0.058,8,11,0,7,4,4,0,0,0,10,38,0
0.014,5,0.051,11,9,4,4,3,1,1,0,0,40,38,0
0.822,5,0.040,15,10,6,0,1,4,0,0,1944,1,38,0
0.178,3,0.089,6,5,2,4,0,4,1,0,0,40,38,0
0.863,4,0.103,12,14,2,3,0,4,1,99999,0,54,38,1
0.370,3,0.173,12,14,2,2,0,4,1,15024,0,45,38,1
0.493,0,0.139,7,12,2,0,5,2,0,0,0,40,38,1
0.342,6,0.071,10,16,0,9,1,4,0,8614,0,60,38,1
0.110,3,0.126,9,13,4,0,1,4,1,0,0,40,38,1
0.438,3,0.207,11,9,0,6,1,4,1,0,0,40,38,0
0.068,3,0.056,8,11,4,2,1,4,1,0,0,44,38,0
0.082,3,0.344,11,9,4,7,1,2,1,0,0,30,38,0
0.315,3,0.224,15,10,0,3,1,4,0,0,0,40,38,0
0.425,3,0.109,15,10,0,2,4,4,1,15020,0,48,38,1
0.356,3,0.081,9,13,2,3,0,4,1,0,0,40,38,1
0.110,3,0.197,11,9,4,0,3,4,1,0,0,36,38,0
0.192,3,0.115,7,12,2,2,0,2,1,0,0,40,38,0
0.740,3,0.100,11,9,6,0,4,4,0,0,0,25,38,0
0.164,3,0.106,11,9,3,0,3,4,0,0,0,40,38,0
0.301,5,0.328,0,6,5,2,1,2,1,0,0,40,38,0
0.466,3,0.069,8,11,2,12,0,4,1,7298,0,40,38,1
0.027,3,0.091,11,9,4,11,2,0,0,0,0,78,38,0
0.041,-1,0.059,15,10,4,-1,3,4,0,0,0,30,38,0
0.082,3,0.157,15,10,4,0,2,1,0,0,0,24,39,0
0.329,3,0.058,11,9,2,13,0,4,1,0,0,50,38,0
0.274,3,0.101,7,12,2,0,0,4,1,0,0,40,38,0
0.164,3,0.065,15,10,2,12,5,4,0,0,0,40,38,0
0.397,3,0.027,11,9,2,7,5,4,0,0,0,40,38,0
0.315,4,0.088,9,13,4,9,1,4,0,0,0,45,38,0
0.274,3,0.141,9,13,2,3,0,4,1,5178,0,40,38,1
0.370,5,0.014,15,10,2,4,0,4,1,0,0,72,38,0
0.329,3,0.100,9,13,2,11,0,4,1,0,0,40,38,0
0.315,3,0.143,9,13,2,11,0,4,1,0,0,40,38,1
0.329,3,0.134,15,10,3,11,4,2,0,0,0,40,38,0
0.110,1,0.179,12,14,4,9,3,4,0,0,0,40,38,0
0.534,3,0.104,11,9,2,2,0,4,1,0,0,40,38,0
0.205,5,0.229,2,8,2,2,0,4,1,0,0,40,38,0
0.342,5,0.098,9,13,2,4,0,4,1,0,1902,80,38,1
0.397,3,0.042,7,12,2,2,0,4,1,0,1485,55,38,0
0.740,4,0.091,15,10,6,3,1,4,0,0,0,24,38,0
0.356,4,0.095,14,15,2,9,0,1,1,0,0,70,18,1
0.315,3,0.223,11,9,5,0,4,4,0,0,0,37,38,0
0.521,0,0.010,8,11,2,2,0,4,1,0,0,40,38,0
0.479,3,0.100,7,12,2,3,0,4,1,0,0,40,38,0
0.562,3,0.071,11,9,2,13,0,4,1,0,0,40,38,1
0.027,0,0.012,11,9,1,11,5,4,0,0,0,40,38,0
0.055,1,0.105,15,10,4,7,1,4,0,0,0,32,38,0
0.014,3,0.214,5,4,4,7,3,2,1,0,0,20,38,0
0.110,5,0.178,11,9,4,4,3,4,1,0,0,40,38,0
0.178,3,0.116,11,9,4,0,1,2,1,0,0,40,38,0
0.274,3,0.083,9,13,2,3,0,4,1,0,1977,60,38,1
0.466,3,0.055,11,9,0,9,1,4,0,0,0,40,38,0
0.247,3,0.088,2,8,2,2,0,4,1,0,0,40,38,0
0.438,3,0.188,15,10,5,11,1,4,1,0,0,50,38,0
0.068,3,0.103,11,9,2,7,0,4,1,0,0,40,38,0
0.534,3,0.043,9,13,3,9,4,4,0,0,0,40,38,0
0.493,1,0.148,11,9,2,0,0,4,1,0,0,40,38,0
0.041,-1,0.109,1,7,2,-1,2,4,0,0,0,39,38,0
0.082,3,0.128,11,9,4,7,4,2,0,0,0,40,38,0
0.356,3,0.114,9,13,2,3,0,1,1,0,0,50,38,1
0.014,3,0.075,1,7,4,11,3,4,0,0,0,49,38,0
0.342,3,0.141,15,10,2,2,0,4,1,0,0,32,38,0
0.288,5,0.120,11,9,2,13,0,4,1,0,0,40,38,1
0.082,3,0.140,11,9,4,3,3,4,1,0,0,40,38,0
0.096,-1,0.021,15,10,2,-1,5,4,0,0,0,30,38,0
0.233,3,0.098,15,10,2,2,0,4,1,0,0,40,38,0
0.493,3,0.028,12,14,2,9,0,4,1,3103,0,40,38,1
0.164,4,0.121,11,9,2,11,0,1,1,0,0,40,10,0
0.603,4,0.037,11,9,2,2,0,4,1,0,0,40,38,0
0.274,3,0.120,7,12,0,0,1,4,0,0,1504,40,38,0
0.425,3,0.225,9,13,3,9,1,4,1,0,0,37,38,1
0.630,-1,0.104,15,10,6,-1,1,2,0,0,0,24,38,0
0.233,3,0.176,12,14,4,3,4,4,0,0,0,50,38,0
0.164,3,0.077,11,9,0,11,4,4,0,0,0,32,38,0
0.301,3,0.119,15,10,4,2,1,4,1,0,0,40,38,0
0.219,1,0.169,11,9,0,0,3,4,0,0,1138,40,38,0
0.562,3,0.074,11,9,2,11,5,4,0,0,0,40,11,0
0.055,6,0.167,15,10,4,9,1,4,0,0,0,20,38,0
0.630,5,0.169,15,10,2,3,0,4,1,0,0,40,38,1
0.247,3,0.114,0,6,2,2,0,4,1,0,0,40,38,0
0.753,4,0.049,4,3,2,3,0,1,1,0,0,20,23,0
0.301,3,0.183,15,10,4,0,3,4,0,0,0,20,38,0
0.027,3,0.149,1,7,4,0,3,4,0,0,0,20,38,0
0.425,1,0.123,12,14,2,9,0,4,1,7688,0,50,38,1
0.000,3,0.099,0,6,4,11,3,4,1,0,0,20,38,0
0.507,1,0.118,15,10,2,13,0,2,1,0,0,30,38,0
0.397,4,0.140,11,9,0,7,1,4,0,0,0,60,38,0
0.329,3,0.136,7,12,4,0,1,3,0,0,0,50,38,0
0.247,4,0.115,9,13,2,3,0,4,1,0,0,60,38,1
0.397,3,0.138,11,9,2,5,0,4,1,0,0,40,38,0
0.151,5,0.152,11,9,2,2,0,4,1,0,0,40,38,0
0.438,-1,0.129,11,9,5,-1,4,4,0,0,0,40,3,0
0.301,3,0.106,15,10,4,0,1,4,0,0,0,40,38,0
0.479,3,0.013,11,9,0,7,1,4,1,0,0,38,38,0
0.301,3,0.118,11,9,0,0,1,4,0,0,0,40,38,0
0.384,3,0.132,9,13,2,3,0,4,1,0,0,50,38,1
0.123,3,0.346,15,10,4,9,3,4,1,0,0,3,7,0
0.274,3,0.117,11,9,2,13,0,4,1,0,0,40,38,0
0.575,3,0.014,9,13,2,2,0,4,1,0,0,4,38,0
0.562,3,0.062,5,4,2,13,0,2,1,0,0,40,38,0
0.288,3,0.048,15,10,0,2,4,4,1,0,0,40,38,0
0.178,0,0.119,6,5,2,12,0,4,1,0,0,40,38,0
0.397,3,0.116,9,13,0,2,1,4,1,0,0,50,38,0
0.219,3,0.017,15,10,2,11,0,4,1,0,0,40,38,0
0.397,3,0.068,12,14,2,0,0,4,1,0,1740,60,38,0
0.493,3,0.102,15,10,2,11,0,4,1,0,0,40,38,1
0.082,3,0.146,15,10,4,2,1,4,1,0,0,44,38,0
0.151,3,0.013,9,13,4,3,3,4,1,0,0,40,38,0
0.452,3,0.097,11,9,2,5,0,4,1,0,0,40,38,1
0.342,3,0.162,15,10,2,9,5,4,0,0,0,50,38,1
0.164,3,0.065,9,13,2,3,0,4,1,0,0,50,38,1
0.151,3,0.135,9,13,2,2,0,4,1,0,0,50,38,0
0.178,3,0.113,15,10,2,11,0,4,1,0,0,55,38,0
0.658,3,0.175,15,10,0,0,4,4,0,0,0,40,-1,0
0.548,5,0.009,11,9,2,7,0,4,1,0,0,60,38,0
0.397,3,0.122,5,4,2,4,0,2,1,0,0,30,38,0
0.479,1,0.049,11,9,0,0,4,2,0,0,0,40,38,0
0.288,-1,0.079,0,6,5,-1,3,4,1,0,0,35,38,0
0.301,5,0.017,8,11,2,13,0,4,1,0,0,70,38,1
0.151,4,0.109,9,13,2,5,0,4,1,15024,0,65,38,1
0.575,3,0.156,0,6,0,6,1,4,0,0,0,40,38,0
0.301,3,0.077,11,9,4,2,1,4,1,0,0,40,30,0
0.205,3,0.149,15,10,4,0,1,4,0,0,0,40,38,0
0.082,1,0.129,9,13,4,9,3,4,0,0,0,45,38,0
0.205,3,0.147,9,13,2,11,0,4,1,0,0,45,38,0
0.411,0,0.013,15,10,2,0,0,4,1,0,0,40,38,0
0.068,6,0.149,15,10,4,0,4,2,0,0,0,40,38,0
0.301,3,0.249,15,10,0,9,1,4,0,0,0,45,38,1
0.205,-1,0.001,11,9,4,-1,1,0,0,0,0,38,38,0
0.110,3,0.133,11,9,4,6,3,4,1,0,0,40,38,0
0.000,-1,0.108,0,6,4,-1,3,2,0,0,0,40,38,0
0.575,3,0.058,15,10,2,2,0,4,1,0,0,40,38,1
0.315,3,0.156,9,13,2,3,0,4,1,0,0,44,38,1
0.411,3,0.124,5,4,4,13,1,3,1,0,0,48,32,0
0.151,5,0.121,11,9,2,11,0,4,1,0,0,50,38,1
0.849,-1,0.010,12,14,4,-1,1,4,0,0,0,23,38,0
0.356,3,0.073,9,13,2,3,0,4,1,0,0,40,38,0
0.397,1,0.177,15,10,2,9,0,4,1,0,0,40,38,1
0.082,3,0.215,9,13,4,0,3,4,0,0,0,25,38,0
0.397,5,0.126,9,13,2,11,0,4,1,0,0,50,38,1
0.411,3,0.161,1,7,0,2,3,4,1,0,0,8,38,0
0.082,6,0.180,9,13,4,0,3,4,1,0,0,40,38,0
0.342,5,0.055,15,10,2,9,3,4,0,0,0,25,38,0
0.411,5,0.100,15,10,6,7,4,4,0,0,0,35,38,0
0.452,3,0.065,12,14,2,3,0,4,1,99999,0,60,38,1
0.014,3,0.207,15,10,4,11,3,4,1,0,0,35,38,0
0.192,3,0.103,0,6,2,13,0,4,1,0,0,40,38,0
0.192,3,0.111,11,9,4,2,1,4,1,0,0,40,38,0
0.219,3,0.249,11,9,2,2,0,4,1,0,0,40,38,0
0.329,4,0.093,9,13,2,3,0,4,1,0,0,35,38,1
0.589,3,0.104,11,9,2,7,5,4,0,99999,0,40,38,1
0.466,3,0.028,11,9,2,9,0,4,1,0,0,46,38,1
0.096,3,0.075,9,13,4,9,1,4,1,0,0,40,38,0
0.192,3,0.021,9,13,6,0,4,4,1,0,0,60,38,0
0.096,3,0.050,9,13,4,0,2,1,0,0,0,16,38,0
0.192,3,0.147,9,13,4,11,1,4,1,0,0,40,38,0
0.205,3,0.044,15,10,0,6,4,4,0,0,0,40,38,0
0.068,3,0.220,11,9,2,6,5,2,0,0,0,40,38,0
0.027,3,0.117,11,9,4,0,1,4,0,0,0,26,38,0
0.219,5,0.344,7,12,0,11,4,2,1,0,0,60,38,0
0.068,3,0.180,15,10,4,5,3,2,1,0,0,10,38,0
0.027,3,0.206,15,10,4,7,3,4,1,0,0,30,25,0
0.397,3,0.249,11,9,2,12,0,2,1,0,0,40,38,1
0.288,3,0.139,15,10,2,2,0,4,1,0,0,48,38,1
0.164,3,0.066,15,10,0,6,1,4,1,0,0,40,38,0
0.329,3,0.098,11,9,5,2,4,4,1,0,0,40,38,0
0.301,3,0.161,9,13,4,9,1,4,0,0,0,63,38,0
0.356,4,0.133,14,15,2,9,0,4,1,0,0,25,38,1
0.274,3,0.269,15,10,2,2,0,4,1,0,0,45,38,0
0.233,1,0.164,9,13,0,9,4,4,0,0,0,40,38,0
0.178,3,0.016,11,9,4,7,3,4,1,0,0,10,38,0
0.068,3,0.113,11,9,4,7,3,4,0,0,0,20,38,0
0.507,0,0.128,12,14,0,3,1,4,1,0,0,42,38,1
0.356,4,0.205,15,10,2,3,0,4,1,0,0,92,38,1
0.521,1,0.163,15,10,2,9,0,4,1,0,0,40,38,1
0.493,6,0.124,10,16,2,9,0,4,1,0,1902,50,38,1
0.014,3,0.227,2,8,4,7,3,4,1,0,0,12,38,0
0.096,3,0.096,15,10,4,0,3,1,1,0,0,20,38,0
0.575,3,0.106,0,6,2,9,0,4,1,0,0,40,38,0
0.288,3,0.018,9,13,2,3,5,4,0,0,0,40,38,0
0.301,6,0.113,15,10,2,10,0,4,1,0,0,70,38,0
1.000,3,0.019,9,13,4,3,1,4,1,0,0,55,38,0
0.301,5,0.075,11,9,2,13,0,4,1,0,0,45,38,1
0.082,3,0.113,8,11,4,0,3,4,0,0,0,40,38,0
0.548,6,0.018,11,9,5,7,1,4,0,0,0,35,38,0
0.274,1,0.239,15,10,2,0,0,4,1,0,0,40,1,1
0.329,3,0.068,15,10,2,0,5,4,0,0,0,35,38,0
0.041,3,0.119,15,10,4,12,3,4,0,0,0,40,38,0
0.274,3,0.128,15,10,5,7,4,4,0,0,0,40,38,0
0.397,3,0.144,15,10,4,6,1,4,0,0,0,52,38,0
0.288,6,0.224,11,9,2,9,5,4,0,0,0,40,38,1
0.178,3,0.117,15,10,4,0,1,4,0,0,0,40,38,0
0.288,3,0.082,9,13,0,9,1,4,0,0,0,50,38,1
0.603,3,0.136,11,9,2,10,0,4,1,0,0,40,38,0
0.219,5,0.153,15,10,4,4,3,4,1,0,0,98,38,0
0.342,3,0.023,10,16,3,7,1,4,1,27828,0,60,-1,1
0.096,3,0.212,8,11,2,6,0,4,1,0,0,45,38,0
0.192,3,0.200,15,10,4,7,1,0,0,0,0,40,38,0
0.301,3,0.057,12,14,2,3,0,4,1,0,0,55,38,1
0.315,1,0.021,15,10,2,0,5,4,0,0,0,40,38,1
0.384,3,0.078,11,9,0,2,3,4,0,0,0,40,38,0
0.151,3,0.145,15,10,4,0,4,1,0,0,0,30,-1,0
0.027,3,0.176,11,9,4,5,3,4,1,0,0,35,38,0
0.288,5,0.044,11,9,2,2,0,4,1,0,0,40,38,1
0.096,3,0.132,15,10,4,0,3,4,0,0,0,30,38,0
0.301,3,0.119,9,13,2,6,0,4,1,0,0,40,-1,0
0.164,5,0.031,7,12,4,7,3,4,1,0,0,60,38,0
0.288,3,0.194,11,9,0,0,3,4,0,0,0,40,38,0
0.027,3,0.230,11,9,4,6,3,4,1,0,0,35,38,0
0.068,3,0.175,11,9,4,7,3,4,1,0,0,40,38,0
0.110,3,0.033,15,10,4,0,3,4,0,0,0,30,38,0
0.247,5,0.120,12,14,2,11,0,4,1,0,0,40,38,1
0.068,3,0.188,7,12,4,0,3,1,0,0,2205,30,29,0
0.137,3,0.114,15,10,2,5,0,4,1,0,0,30,38,0
0.260,1,0.119,11,9,2,0,5,4,0,0,0,40,38,1
0.575,3,0.072,9,13,2,9,0,1,1,0,0,40,2,0
0.411,3,0.178,11,9,2,9,0,4,1,0,0,40,38,0
0.192,4,0.152,15,10,2,0,5,4,0,0,0,20,38,1
0.397,6,0.084,9,13,4,9,1,4,1,0,0,40,38,0
0.068,3,0.123,11,9,4,5,1,0,0,0,0,40,38,0
0.219,3,0.141,15,10,2,2,0,2,1,0,0,40,38,0
0.589,3,0.106,11,9,2,3,0,4,1,0,0,50,38,0
0.329,3,0.014,8,11,4,7,1,4,1,0,0,45,38,0
0.068,5,0.024,15,10,4,11,3,4,1,0,0,20,38,0
0.507,3,0.215,11,9,4,3,4,4,1,0,0,40,38,1
0.014,3,0.082,11,9,4,0,3,4,0,0,0,40,38,0
0.151,3,0.138,9,13,2,3,0,4,1,3103,0,40,38,1
0.178,5,0.036,7,12,4,2,3,4,1,0,0,40,38,0
0.548,1,0.066,11,9,0,7,1,4,0,0,0,40,38,0
0.315,3,0.110,11,9,3,7,3,4,0,0,0,40,38,0
0.247,3,0.056,11,9,5,3,1,4,0,0,0,36,38,0
0.438,3,0.178,11,9,2,2,0,2,1,0,0,40,38,0
0.301,5,0.119,11,9,2,2,0,4,1,0,0,72,38,1
0.315,3,0.062,0,6,0,2,3,4,1,0,0,40,38,0
0.466,3,0.063,15,10,2,3,0,4,1,0,0,45,38,0
0.411,3,0.114,9,13,4,11,2,4,0,0,0,40,38,0
0.740,5,0.088,11,9,6,4,4,4,1,1731,0,5,38,0
0.137,3,0.059,9,13,4,11,1,4,1,0,0,45,38,0
0.425,3,0.053,5,4,2,7,0,1,1,0,0,30,2,0
0.274,0,0.188,15,10,2,2,0,4,1,0,0,40,38,0
0.740,5,0.210,11,9,2,4,0,0,1,0,0,35,38,0
0.616,1,0.020,12,14,5,9,1,4,0,0,0,50,-1,0
0.164,3,0.271,15,10,2,3,0,4,1,3411,0,70,25,0
0.068,3,0.207,11,9,4,7,4,4,0,0,0,40,38,0
0.068,3,0.117,11,9,4,9,1,4,0,0,0,40,38,0
0.192,5,0.075,8,11,0,2,3,4,1,0,0,20,38,0
0.493,3,0.112,11,9,2,6,0,4,1,0,0,40,38,1
0.822,3,0.092,0,6,2,7,0,2,1,3818,0,30,38,0
0.151,3,0.170,9,13,2,3,0,4,1,0,0,40,38,1
0.534,6,0.175,9,13,2,9,0,4,1,0,1902,48,38,1
0.055,3,0.077,15,10,4,7,3,4,1,0,0,10,38,0
0.260,3,0.021,15,10,6,11,1,4,0,0,0,20,38,0
0.151,3,0.116,11,9,4,7,3,4,1,0,0,30,38,0
0.260,3,0.122,2,8,4,3,1,4,1,4650,0,50,38,0
0.521,3,0.110,11,9,2,13,0,4,1,0,0,35,38,0
0.082,3,0.055,6,5,2,6,0,4,1,0,0,40,38,0
0.342,3,0.117,11,9,5,0,4,4,0,0,0,35,33,0
0.562,0,0.012,15,10,6,9,4,0,0,0,0,40,38,0
0.219,3,0.164,11,9,4,0,1,4,0,0,0,40,38,0
0.342,1,0.293,9,13,5,3,1,4,1,0,0,45,38,1
0.068,3,0.236,11,9,4,5,2,4,1,0,0,50,38,0
0.096,1,0.018,9,13,4,13,3,4,1,0,0,20,38,0
0.014,3,0.081,1,7,4,7,3,4,1,0,0,20,38,0
0.274,3,0.108,11,9,4,7,4,2,0,0,0,30,38,0
0.384,0,0.077,12,14,2,9,0,4,1,0,0,45,38,1
0.274,6,0.103,9,13,2,9,0,4,1,0,0,40,38,1
0.068,3,0.066,15,10,4,9,3,4,1,0,0,98,38,0
0.110,3,0.083,11,9,4,0,3,4,0,0,0,40,38,0
0.712,-1,0.208,15,10,4,-1,1,4,1,1848,0,1,38,0
0.096,3,0.120,9,13,4,11,1,4,1,0,0,60,38,0
0.452,4,0.123,11,9,2,3,0,4,1,0,0,70,11,1
0.342,3,0.162,6,5,4,4,1,4,1,0,0,40,32,0
0.233,3,0.259,9,13,4,9,1,4,1,2463,0,50,9,0
0.014,3,0.295,15,10,4,0,1,4,0,0,0,20,38,0
0.164,3,0.081,1,7,4,2,1,4,1,0,0,40,38,0
0.274,3,0.067,1,7,4,6,1,4,1,0,0,40,38,0
0.219,3,0.120,15,10,2,13,0,2,1,0,0,40,38,1
0.151,1,0.121,15,10,2,10,0,4,1,0,0,40,38,1
0.192,3,0.048,9,13,2,0,5,4,0,0,0,25,25,0
0.027,3,0.126,15,10,4,7,3,4,0,0,0,35,38,0
0.260,3,0.179,15,10,0,11,1,4,1,0,0,40,38,0
0.247,0,0.206,11,9,2,7,5,4,0,7298,0,40,38,1
0.151,3,0.040,15,10,5,7,4,4,0,0,0,15,38,0
0.397,5,0.144,9,13,5,7,4,4,0,0,0,45,26,0
0.603,0,0.339,15,10,2,13,0,2,1,0,0,40,38,0
0.548,1,0.066,11,9,2,2,0,4,1,99999,0,40,38,1
0.521,3,0.139,15,10,2,0,0,2,1,0,0,25,38,0
0.205,1,0.049,11,9,2,2,0,4,1,0,0,40,38,0
0.342,3,0.181,11,9,2,7,0,2,1,0,0,40,13,0
0.411,3,0.101,11,9,0,0,4,4,0,0,0,20,38,0
0.014,-1,0.203,1,7,4,-1,3,4,1,0,0,25,38,0
0.233,3,0.122,15,10,4,12,3,4,1,0,0,40,38,0
0.384,0,0.108,12,14,2,11,0,4,1,0,0,50,38,1
0.205,-1,0.089,15,10,4,-1,4,4,0,0,0,40,38,0
0.027,-1,0.112,15,10,4,-1,3,4,0,0,0,25,38,0
0.219,3,0.397,15,10,0,0,4,2,0,0,0,40,38,0
0.178,3,0.196,11,9,4,6,1,4,1,0,0,40,38,0
0.233,3,0.008,14,15,4,9,1,4,0,10520,0,40,38,1
0.247,3,0.020,2,8,4,4,1,4,1,0,0,20,38,0
0.096,3,0.132,15,10,4,11,3,4,0,5060,0,30,38,0
0.096,3,0.150,7,12,4,11,3,4,0,0,0,37,38,0
0.685,3,0.078,0,6,2,13,0,0,1,0,0,20,38,0
0.082,-1,0.128,15,10,4,-1,3,4,1,0,0,40,38,0
0.247,3,0.059,5,4,4,6,3,4,0,0,0,30,38,0
0.014,3,0.140,4,3,4,4,1,4,1,0,0,48,25,0
0.425,1,0.008,8,11,2,10,0,0,1,0,0,40,38,0
0.027,3,0.116,15,10,4,0,3,4,1,0,0,40,38,0
0.192,6,0.044,13,1,4,7,1,4,1,0,0,24,38,0
0.411,1,0.030,15,10,2,9,0,2,1,7688,0,50,38,1
0.356,6,0.127,9,13,2,0,0,4,1,0,0,40,38,1
0.753,-1,0.071,11,9,2,-1,0,4,1,0,0,8,38,0
0.219,3,0.107,11,9,4,7,3,4,0,1055,0,40,38,0
0.384,3,0.243,9,13,4,9,1,4,1,0,0,46,38,0
0.342,3,0.124,0,6,0,0,4,4,0,0,0,40,38,0
0.315,3,0.172,15,10,0,2,2,4,1,0,0,50,38,0
0.274,4,0.011,11,9,4,13,1,4,1,0,0,50,38,0
0.137,-1,0.056,1,7,0,-1,1,1,1,0,0,40,38,0
0.795,3,0.076,11,9,4,0,1,4,0,0,0,40,38,1
0.493,3,0.080,11,9,2,6,0,4,1,0,0,48,38,0
0.466,3,0.074,15,10,2,0,5,4,0,0,0,35,38,0
0.370,3,0.081,7,12,2,3,0,4,1,0,0,54,38,1
0.274,3,0.106,1,7,0,2,1,4,1,0,0,40,38,0
0.110,3,0.120,11,9,2,2,3,4,1,0,0,40,38,0
0.137,3,0.175,5,4,4,7,1,4,1,0,0,24,-1,0
0.329,3,0.012,9,13,0,3,1,4,0,0,0,45,38,1
0.178,3,0.245,1,7,2,2,0,4,1,0,0,40,38,0
0.329,1,0.229,15,10,0,10,4,4,0,0,0,40,38,0
0.808,5,0.071,5,4,4,4,1,4,1,0,0,30,38,0
0.301,3,0.104,11,9,2,2,0,4,1,0,0,40,38,1
0.658,3,0.052,11,9,2,11,0,4,1,0,0,18,38,0
0.384,4,0.175,9,13,2,9,0,4,1,15024,0,40,38,1
0.301,5,0.221,9,13,2,3,0,4,1,0,0,50,38,0
0.411,5,0.112,14,15,2,9,0,4,1,0,1902,42,38,1
0.041,3,0.117,15,10,4,0,1,4,0,0,0,40,38,0
0.466,3,0.269,12,14,2,2,0,4,1,0,0,40,38,1
0.740,5,0.011,11,9,2,4,0,4,1,0,0,15,38,0
0.301,3,0.097,15,10,4,7,3,2,0,0,2205,40,38,0
0.288,6,0.015,15,10,0,3,4,4,0,0,0,40,38,0
0.151,0,0.119,9,13,4,10,1,4,1,0,0,50,38,0
0.192,3,0.155,15,10,0,12,4,4,0,0,0,40,38,0
0.452,5,0.014,11,9,2,4,0,4,1,0,0,30,38,0
0.178,3,0.228,6,5,2,2,0,3,1,0,0,40,25,0
0.548,3,0.194,11,9,6,7,2,4,0,0,1719,25,38,0
0.260,3,0.136,15,10,2,2,0,4,1,0,0,50,38,0
0.000,-1,0.140,1,7,4,-1,3,4,0,0,0,20,38,0
0.178,3,0.086,8,11,2,5,0,4,1,0,0,53,38,0
0.575,3,0.099,11,9,0,7,1,4,0,0,0,40,38,0
0.137,3,0.119,11,9,0,11,3,4,0,0,0,40,38,0
0.384,3,0.122,11,9,2,2,0,4,1,15024,0,49,38,1
0.397,5,0.318,15,10,2,9,0,4,1,0,0,35,38,0
0.000,3,0.134,2,8,4,7,3,4,1,0,0,20,38,0
0.110,-1,0.129,7,12,4,-1,2,4,1,0,0,45,38,0
0.479,3,0.109,11,9,2,6,0,4,1,0,0,38,38,0
0.123,3,0.137,11,9,0,7,4,4,0,0,0,35,38,0
0.452,1,0.208,7,12,0,9,1,4,0,0,0,40,38,0
0.110,3,0.116,15,10,5,8,2,4,0,0,0,30,7,0
0.493,3,0.104,11,9,2,2,0,4,1,0,0,40,38,0
0.151,3,0.163,15,10,4,0,1,4,0,0,0,40,38,0
0.438,5,0.046,15,10,2,3,0,4,1,0,0,40,38,0
0.096,3,0.116,11,9,4,0,2,4,1,0,0,40,38,0
0.041,3,0.140,11,9,2,9,3,4,0,0,0,36,-1,0
0.110,3,0.108,9,13,4,9,1,4,0,0,0,40,38,0
0.274,3,0.111,15,10,0,2,1,4,1,0,0,50,38,0
0.397,3,0.058,9,13,2,3,0,4,1,7298,0,50,38,1
0.219,5,0.436,8,11,0,12,4,2,1,0,0,50,38,0
0.288,3,0.077,9,13,5,3,1,4,1,27828,0,45,38,1
0.123,6,0.039,11,9,2,10,0,1,1,0,0,40,38,1
0.397,5,0.143,11,9,2,3,5,4,0,0,0,50,38,0
0.329,3,0.012,5,4,2,3,0,4,1,0,0,60,38,0
0.205,3,0.011,15,10,4,6,2,4,0,0,2205,40,14,0
0.795,4,0.095,10,16,6,9,1,4,1,25124,0,20,38,1
0.479,1,0.040,11,9,2,2,0,4,1,0,1579,40,38,0
0.247,3,0.114,11,9,2,2,0,4,1,0,0,40,38,0
0.219,3,0.090,15,10,0,2,4,4,1,0,0,40,38,0
0.315,0,0.181,12,14,2,9,0,4,1,0,0,40,38,1
0.329,5,0.153,11,9,2,4,5,4,0,0,0,40,38,0
0.548,-1,0.195,4,3,2,-1,0,4,1,7298,0,84,38,1
0.274,3,0.422,9,13,4,3,1,2,1,0,0,60,38,1
0.014,3,0.050,11,9,4,3,3,1,0,0,0,15,38,0
0.096,3,0.103,11,9,2,13,0,4,1,0,0,40,38,0
0.356,3,0.203,11,9,2,6,0,2,1,4386,0,40,38,1
0.233,0,0.222,12,14,2,0,0,4,1,0,0,50,38,1
0.397,5,0.239,9,13,2,11,0,4,1,0,0,60,38,1
0.301,6,0.020,11,9,2,0,5,1,0,3464,0,20,38,0
0.192,3,0.185,11,9,4,3,1,4,1,3325,0,40,38,0
0.329,5,0.292,11,9,2,3,0,4,1,0,0,50,38,0
0.521,3,0.128,9,13,0,11,1,4,0,0,0,8,38,0
0.315,3,0.028,12,14,4,11,1,4,1,0,0,50,38,1
0.425,3,0.115,15,10,0,0,4,4,0,0,0,40,38,0
0.205,3,0.111,9,13,2,12,0,4,1,0,1902,40,38,1
0.260,3,0.055,11,9,0,2,1,4,1,0,0,40,38,0
0.178,3,0.076,11,9,3,11,4,4,1,0,0,40,38,0
